MC_DataTool ASCII conversion

t           	Fi H6       
63746.000   	7.69        
63747.000   	9.89        
63748.000   	9.16        
63749.000   	7.14        
63750.000   	0.85        
63751.000   	-0.98       
63752.000   	-2.26       
63753.000   	-2.20       
63754.000   	-5.62       
63755.000   	-10.62      
63756.000   	-11.96      
63757.000   	-13.31      
63758.000   	-17.64      
63759.000   	-21.67      
63760.000   	-21.06      
63761.000   	-25.94      
63762.000   	-24.05      
63763.000   	-30.94      
63764.000   	-33.81      
63765.000   	-14.83      
63766.000   	14.59       
63767.000   	16.24       
63768.000   	19.29       
63769.000   	18.80       
63770.000   	21.73       
63771.000   	18.43       
63772.000   	21.42       
63773.000   	11.54       
63774.000   	15.93       
63775.000   	14.89       
63776.000   	8.36        
63777.000   	9.58        
63778.000   	7.75        
63779.000   	9.77        
63780.000   	8.97        
63781.000   	8.61        
63782.000   	7.39        
63783.000   	1.65        
63784.000   	-1.34       
63785.000   	-5.55       
63786.000   	-5.37       
63787.000   	-5.80       
63788.000   	-8.79       
63789.000   	-12.57      
63790.000   	-16.30      
63791.000   	-22.03      
63792.000   	-24.11      
63793.000   	-29.05      
63794.000   	-25.39      
63795.000   	-30.76      
63796.000   	-32.23      
63797.000   	-28.08      
63798.000   	10.68       
63799.000   	18.07       
63800.000   	20.57       
63801.000   	18.74       
63802.000   	19.47       
63803.000   	18.01       
63804.000   	16.66       
63805.000   	15.38       
63806.000   	13.55       
63807.000   	10.62       
63808.000   	13.18       
63809.000   	12.39       
63810.000   	8.12        
63811.000   	11.84       
63812.000   	6.10        
63813.000   	7.75        
63814.000   	8.73        
63815.000   	5.19        
63816.000   	0.18        
63817.000   	-0.92       
63818.000   	-4.21       
63819.000   	-7.08       
63820.000   	-9.89       
63821.000   	-14.77      
63822.000   	-14.95      
63823.000   	-17.82      
63824.000   	-19.90      
63825.000   	-22.03      
63826.000   	-22.03      
63827.000   	-25.57      
63828.000   	-33.33      
63829.000   	-37.17      
63830.000   	1.77        
63831.000   	17.76       
63832.000   	19.10       
63833.000   	20.20       
63834.000   	20.26       
63835.000   	18.49       
63836.000   	19.41       
63837.000   	18.80       
63838.000   	21.79       
63839.000   	18.86       
63840.000   	14.47       
63841.000   	9.58        
63842.000   	10.99       
63843.000   	10.13       
63844.000   	3.97        
63845.000   	12.39       
63846.000   	7.75        
63847.000   	3.36        
63848.000   	-0.92       
63849.000   	-0.98       
63850.000   	-4.15       
63851.000   	-6.35       
63852.000   	-5.00       
63853.000   	-9.22       
63854.000   	-15.99      
63855.000   	-21.12      
63856.000   	-26.31      
63857.000   	-27.22      
63858.000   	-27.47      
63859.000   	-26.18      
63860.000   	-28.08      
63861.000   	-34.24      
63862.000   	-10.19      
63863.000   	15.93       
63864.000   	13.92       
63865.000   	18.92       
63866.000   	15.50       
63867.000   	17.33       
63868.000   	17.94       
63869.000   	19.53       
63870.000   	13.37       
63871.000   	16.91       
63872.000   	10.93       
63873.000   	8.42        
63874.000   	10.80       
63875.000   	10.68       
63876.000   	14.34       
63877.000   	9.52        
63878.000   	9.70        
63879.000   	7.02        
63880.000   	-0.37       
63881.000   	-1.46       
63882.000   	-3.17       
63883.000   	-7.75       
63884.000   	-6.04       
63885.000   	-11.29      
63886.000   	-14.34      
63887.000   	-15.87      
63888.000   	-18.68      
63889.000   	-23.19      
63890.000   	-26.61      
63891.000   	-23.13      
63892.000   	-28.81      
63893.000   	-32.23      
63894.000   	-25.76      
63895.000   	15.32       
63896.000   	14.65       
63897.000   	17.40       
63898.000   	21.61       
63899.000   	20.87       
63900.000   	16.91       
63901.000   	18.80       
63902.000   	18.98       
63903.000   	17.88       
63904.000   	14.77       
63905.000   	9.03        
63906.000   	13.37       
63907.000   	11.54       
63908.000   	11.84       
63909.000   	7.39        
63910.000   	7.32        
63911.000   	4.94        
63912.000   	3.85        
63913.000   	2.75        
63914.000   	-0.92       
63915.000   	0.37        
63916.000   	-6.35       
63917.000   	-9.77       
63918.000   	-11.47      
63919.000   	-14.83      
63920.000   	-17.64      
63921.000   	-19.90      
63922.000   	-23.32      
63923.000   	-23.56      
63924.000   	-24.72      
63925.000   	-32.41      
63926.000   	-34.00      
63927.000   	7.69        
63928.000   	13.98       
63929.000   	17.82       
63930.000   	18.74       
63931.000   	17.21       
63932.000   	20.26       
63933.000   	16.17       
63934.000   	15.69       
63935.000   	15.20       
63936.000   	15.87       
63937.000   	14.16       
63938.000   	10.93       
63939.000   	6.90        
63940.000   	8.12        
63941.000   	9.28        
63942.000   	7.14        
63943.000   	7.02        
63944.000   	1.77        
63945.000   	0.06        
63946.000   	-2.32       
63947.000   	-5.92       
63948.000   	-7.57       
63949.000   	-14.34      
63950.000   	-12.94      
63951.000   	-14.04      
63952.000   	-15.56      
63953.000   	-21.18      
63954.000   	-25.45      
63955.000   	-22.28      
63956.000   	-21.30      
63957.000   	-27.89      
63958.000   	-31.80      
63959.000   	-5.80       
63960.000   	15.56       
63961.000   	18.01       
63962.000   	19.90       
63963.000   	18.92       
63964.000   	16.97       
63965.000   	20.32       
63966.000   	17.64       
63967.000   	17.94       
63968.000   	19.41       
63969.000   	11.23       
63970.000   	10.80       
63971.000   	8.42        
63972.000   	10.80       
63973.000   	11.66       
63974.000   	12.63       
63975.000   	11.17       
63976.000   	4.64        
63977.000   	0.43        
63978.000   	-0.98       
63979.000   	-5.80       
63980.000   	-3.36       
63981.000   	-7.02       
63982.000   	-12.08      
63983.000   	-13.92      
63984.000   	-18.92      
63985.000   	-19.10      
63986.000   	-23.01      
63987.000   	-26.00      
63988.000   	-26.49      
63989.000   	-31.68      
63990.000   	-34.18      
63991.000   	-24.66      
63992.000   	11.78       
63993.000   	13.12       
63994.000   	17.21       
63995.000   	19.71       
63996.000   	15.20       
63997.000   	12.82       
63998.000   	17.88       
63999.000   	16.66       
64000.000   	11.05       
64001.000   	14.22       
64002.000   	10.86       
64003.000   	8.24        
64004.000   	9.95        
64005.000   	9.89        
64006.000   	4.64        
64007.000   	6.84        
64008.000   	2.44        
64009.000   	1.04        
64010.000   	-0.31       
64011.000   	-3.11       
64012.000   	-4.15       
64013.000   	-4.82       
64014.000   	-6.16       
64015.000   	-13.67      
64016.000   	-16.36      
64017.000   	-21.18      
64018.000   	-22.52      
64019.000   	-21.97      
64020.000   	-23.19      
64021.000   	-28.63      
64022.000   	-30.27      
64023.000   	-32.53      
64024.000   	3.60        
64025.000   	18.01       
64026.000   	21.61       
64027.000   	22.89       
64028.000   	18.37       
64029.000   	15.93       
64030.000   	16.54       
64031.000   	20.39       
64032.000   	13.37       
64033.000   	12.76       
64034.000   	10.99       
64035.000   	11.84       
64036.000   	13.49       
64037.000   	8.97        
64038.000   	9.34        
64039.000   	10.74       
64040.000   	7.20        
64041.000   	3.97        
64042.000   	-2.93       
64043.000   	-4.03       
64044.000   	-6.29       
64045.000   	-9.03       
64046.000   	-9.28       
64047.000   	-14.71      
64048.000   	-18.01      
64049.000   	-22.09      
64050.000   	-23.80      
64051.000   	-26.25      
64052.000   	-23.19      
64053.000   	-22.89      
64054.000   	-31.92      
64055.000   	-35.71      
64056.000   	-4.33       
64057.000   	17.58       
64058.000   	17.64       
64059.000   	16.54       
64060.000   	17.27       
64061.000   	16.72       
64062.000   	15.69       
64063.000   	16.17       
64064.000   	12.70       
64065.000   	12.21       
64066.000   	13.61       
64067.000   	9.28        
64068.000   	6.16        
64069.000   	5.80        
64070.000   	6.96        
64071.000   	3.48        
64072.000   	6.23        
64073.000   	1.53        
64074.000   	-0.06       
64075.000   	-5.31       
64076.000   	-7.14       
64077.000   	-7.08       
64078.000   	-8.54       
64079.000   	-10.01      
64080.000   	-14.40      
64081.000   	-17.33      
64082.000   	-22.83      
64083.000   	-21.73      
64084.000   	-26.25      
64085.000   	-21.55      
64086.000   	-30.70      
64087.000   	-35.03      
64088.000   	-20.39      
64089.000   	15.99       
64090.000   	17.27       
64091.000   	18.68       
64092.000   	19.78       
64093.000   	17.82       
64094.000   	17.40       
64095.000   	18.25       
64096.000   	15.50       
64097.000   	16.30       
64098.000   	13.00       
64099.000   	9.77        
64100.000   	11.11       
64101.000   	10.25       
64102.000   	11.17       
64103.000   	12.51       
64104.000   	10.01       
64105.000   	4.03        
64106.000   	2.38        
64107.000   	1.34        
64108.000   	-4.39       
64109.000   	-5.68       
64110.000   	-6.71       
64111.000   	-9.58       
64112.000   	-12.94      
64113.000   	-15.38      
64114.000   	-16.85      
64115.000   	-19.84      
64116.000   	-21.79      
64117.000   	-23.68      
64118.000   	-28.99      
64119.000   	-32.10      
64120.000   	-34.00      
64121.000   	12.08       
64122.000   	14.65       
64123.000   	16.85       
64124.000   	18.49       
64125.000   	18.37       
64126.000   	17.64       
64127.000   	16.97       
64128.000   	16.97       
64129.000   	14.47       
64130.000   	14.65       
64131.000   	10.56       
64132.000   	13.18       
64133.000   	13.18       
64134.000   	10.25       
64135.000   	11.84       
64136.000   	10.56       
64137.000   	10.13       
64138.000   	4.58        
64139.000   	3.66        
64140.000   	-5.07       
64141.000   	-2.56       
64142.000   	-3.36       
64143.000   	-3.91       
64144.000   	-8.79       
64145.000   	-9.03       
64146.000   	-14.40      
64147.000   	-17.40      
64148.000   	-17.76      
64149.000   	-17.70      
64150.000   	-16.85      
64151.000   	-24.23      
64152.000   	-30.21      
64153.000   	2.62        
64154.000   	20.39       
64155.000   	20.39       
64156.000   	22.46       
64157.000   	21.79       
64158.000   	21.85       
64159.000   	19.84       
64160.000   	23.13       
64161.000   	16.97       
64162.000   	17.46       
64163.000   	12.76       
64164.000   	10.80       
64165.000   	10.86       
64166.000   	11.90       
64167.000   	10.62       
64168.000   	11.90       
64169.000   	11.54       
64170.000   	7.75        
64171.000   	4.03        
64172.000   	2.69        
64173.000   	-3.42       
64174.000   	-2.44       
64175.000   	-1.28       
64176.000   	-7.02       
64177.000   	-7.93       
64178.000   	-12.51      
64179.000   	-15.20      
64180.000   	-21.42      
64181.000   	-22.34      
64182.000   	-22.16      
64183.000   	-26.67      
64184.000   	-30.94      
64185.000   	-14.89      
64186.000   	18.37       
64187.000   	17.09       
64188.000   	21.24       
64189.000   	18.68       
64190.000   	19.29       
64191.000   	21.30       
64192.000   	17.52       
64193.000   	17.27       
64194.000   	13.55       
64195.000   	11.96       
64196.000   	9.70        
64197.000   	10.74       
64198.000   	9.28        
64199.000   	8.91        
64200.000   	9.09        
64201.000   	4.58        
64202.000   	2.75        
64203.000   	3.72        
64204.000   	3.36        
64205.000   	-1.95       
64206.000   	-4.64       
64207.000   	-2.93       
64208.000   	-8.91       
64209.000   	-11.23      
64210.000   	-16.85      
64211.000   	-17.94      
64212.000   	-18.01      
64213.000   	-20.87      
64214.000   	-22.22      
64215.000   	-23.74      
64216.000   	-30.03      
64217.000   	-30.82      
64218.000   	12.27       
64219.000   	14.89       
64220.000   	19.29       
64221.000   	21.12       
64222.000   	23.86       
64223.000   	18.31       
64224.000   	18.92       
64225.000   	17.58       
64226.000   	15.01       
64227.000   	14.34       
64228.000   	14.22       
64229.000   	12.45       
64230.000   	12.21       
64231.000   	11.05       
64232.000   	9.52        
64233.000   	7.81        
64234.000   	3.91        
64235.000   	1.89        
64236.000   	1.65        
64237.000   	-2.32       
64238.000   	-5.31       
64239.000   	-3.42       
64240.000   	-8.73       
64241.000   	-10.25      
64242.000   	-15.14      
64243.000   	-17.70      
64244.000   	-17.94      
64245.000   	-25.33      
64246.000   	-21.06      
64247.000   	-21.79      
64248.000   	-28.26      
64249.000   	-31.37      
64250.000   	5.86        
64251.000   	15.44       
64252.000   	17.52       
64253.000   	23.50       
64254.000   	19.90       
64255.000   	21.85       
64256.000   	19.47       
64257.000   	18.19       
64258.000   	16.24       
64259.000   	14.71       
64260.000   	16.24       
64261.000   	12.27       
64262.000   	11.29       
64263.000   	10.01       
64264.000   	8.91        
64265.000   	9.09        
64266.000   	12.27       
64267.000   	4.70        
64268.000   	1.65        
64269.000   	-0.12       
64270.000   	-3.60       
64271.000   	-1.59       
64272.000   	-6.35       
64273.000   	-10.56      
64274.000   	-15.87      
64275.000   	-18.68      
64276.000   	-21.18      
64277.000   	-25.63      
64278.000   	-24.48      
64279.000   	-20.45      
64280.000   	-28.63      
64281.000   	-34.67      
64282.000   	-12.39      
64283.000   	13.18       
64284.000   	16.54       
64285.000   	18.80       
64286.000   	17.33       
64287.000   	17.40       
64288.000   	14.16       
64289.000   	19.59       
64290.000   	18.07       
64291.000   	17.94       
64292.000   	13.73       
64293.000   	11.84       
64294.000   	10.74       
64295.000   	9.34        
64296.000   	8.97        
64297.000   	8.79        
64298.000   	10.50       
64299.000   	7.63        
64300.000   	3.78        
64301.000   	-0.67       
64302.000   	-3.54       
64303.000   	-2.99       
64304.000   	-5.31       
64305.000   	-10.56      
64306.000   	-13.31      
64307.000   	-14.34      
64308.000   	-17.70      
64309.000   	-19.96      
64310.000   	-24.48      
64311.000   	-24.84      
64312.000   	-29.30      
64313.000   	-29.36      
64314.000   	-26.92      
64315.000   	10.86       
64316.000   	16.48       
64317.000   	18.07       
64318.000   	20.81       
64319.000   	19.10       
64320.000   	13.85       
64321.000   	16.17       
64322.000   	15.63       
64323.000   	13.67       
64324.000   	12.88       
64325.000   	11.96       
64326.000   	10.07       
64327.000   	7.75        
64328.000   	11.41       
64329.000   	7.93        
64330.000   	9.95        
64331.000   	4.39        
64332.000   	0.37        
64333.000   	-3.30       
64334.000   	-5.00       
64335.000   	-6.90       
64336.000   	-4.58       
64337.000   	-7.69       
64338.000   	-12.76      
64339.000   	-11.60      
64340.000   	-16.36      
64341.000   	-21.36      
64342.000   	-22.46      
64343.000   	-24.60      
64344.000   	-21.61      
64345.000   	-30.09      
64346.000   	-33.14      
64347.000   	4.64        
64348.000   	14.04       
64349.000   	15.93       
64350.000   	17.94       
64351.000   	15.69       
64352.000   	13.55       
64353.000   	12.27       
64354.000   	15.75       
64355.000   	14.83       
64356.000   	11.84       
64357.000   	10.31       
64358.000   	8.97        
64359.000   	4.82        
64360.000   	4.70        
64361.000   	5.68        
64362.000   	2.69        
64363.000   	3.23        
64364.000   	-1.16       
64365.000   	-3.42       
64366.000   	-6.16       
64367.000   	-6.29       
64368.000   	-8.67       
64369.000   	-12.70      
64370.000   	-15.20      
64371.000   	-16.66      
64372.000   	-19.04      
64373.000   	-23.93      
64374.000   	-27.28      
64375.000   	-31.37      
64376.000   	-27.71      
64377.000   	-31.56      
64378.000   	-33.26      
64379.000   	-6.71       
64380.000   	13.61       
64381.000   	16.66       
64382.000   	20.32       
64383.000   	18.07       
64384.000   	16.54       
64385.000   	19.04       
64386.000   	17.33       
64387.000   	14.47       
64388.000   	15.63       
64389.000   	12.15       
64390.000   	9.52        
64391.000   	6.41        
64392.000   	7.93        
64393.000   	6.35        
64394.000   	4.94        
64395.000   	4.21        
64396.000   	2.08        
64397.000   	1.89        
64398.000   	-3.72       
64399.000   	-7.14       
64400.000   	-4.82       
64401.000   	-10.38      
64402.000   	-15.38      
64403.000   	-20.39      
64404.000   	-18.43      
64405.000   	-22.28      
64406.000   	-22.58      
64407.000   	-23.80      
64408.000   	-22.46      
64409.000   	-29.17      
64410.000   	-33.33      
64411.000   	-30.40      
64412.000   	10.50       
64413.000   	19.10       
64414.000   	20.26       
64415.000   	17.27       
64416.000   	19.17       
64417.000   	19.10       
64418.000   	19.59       
64419.000   	16.66       
64420.000   	12.39       
64421.000   	12.88       
64422.000   	12.08       
64423.000   	8.00        
64424.000   	10.56       
64425.000   	9.46        
64426.000   	6.35        
64427.000   	9.83        
64428.000   	7.45        
64429.000   	-2.01       
64430.000   	-1.53       
64431.000   	-2.87       
64432.000   	-5.37       
64433.000   	-6.53       
64434.000   	-11.60      
64435.000   	-13.18      
64436.000   	-15.08      
64437.000   	-16.66      
64438.000   	-21.36      
64439.000   	-24.17      
64440.000   	-24.54      
64441.000   	-26.00      
64442.000   	-31.68      
64443.000   	-37.48      
64444.000   	3.36        
64445.000   	12.21       
64446.000   	18.07       
64447.000   	16.54       
64448.000   	18.43       
64449.000   	15.69       
64450.000   	16.11       
64451.000   	15.50       
64452.000   	13.55       
64453.000   	12.82       
64454.000   	11.60       
64455.000   	7.57        
64456.000   	11.17       
64457.000   	8.85        
64458.000   	3.78        
64459.000   	5.55        
64460.000   	6.96        
64461.000   	-0.55       
64462.000   	-1.53       
64463.000   	-3.72       
64464.000   	-9.16       
64465.000   	-6.71       
64466.000   	-8.36       
64467.000   	-9.28       
64468.000   	-15.69      
64469.000   	-21.00      
64470.000   	-26.06      
64471.000   	-27.04      
64472.000   	-25.70      
64473.000   	-23.62      
64474.000   	-32.65      
64475.000   	-35.83      
64476.000   	-6.29       
64477.000   	16.66       
64478.000   	11.96       
64479.000   	16.42       
64480.000   	16.42       
64481.000   	12.02       
64482.000   	13.24       
64483.000   	16.66       
64484.000   	13.37       
64485.000   	14.65       
64486.000   	11.17       
64487.000   	12.45       
64488.000   	8.67        
64489.000   	8.73        
64490.000   	7.39        
64491.000   	7.81        
64492.000   	6.96        
64493.000   	3.91        
64494.000   	-0.12       
64495.000   	2.14        
64496.000   	-2.01       
64497.000   	-3.91       
64498.000   	-8.12       
64499.000   	-11.11      
64500.000   	-11.23      
64501.000   	-19.41      
64502.000   	-20.51      
64503.000   	-17.76      
64504.000   	-27.53      
64505.000   	-24.17      
64506.000   	-30.15      
64507.000   	-32.59      
64508.000   	-18.25      
64509.000   	12.57       
64510.000   	18.62       
64511.000   	20.69       
64512.000   	20.39       
64513.000   	18.86       
64514.000   	18.68       
64515.000   	16.05       
64516.000   	18.49       
64517.000   	16.36       
64518.000   	14.71       
64519.000   	8.79        
64520.000   	7.20        
64521.000   	8.73        
64522.000   	10.07       
64523.000   	10.13       
64524.000   	11.29       
64525.000   	7.63        
64526.000   	0.12        
64527.000   	1.40        
64528.000   	-1.89       
64529.000   	-5.49       
64530.000   	-4.03       
64531.000   	-3.72       
64532.000   	-12.08      
64533.000   	-14.95      
64534.000   	-20.08      
64535.000   	-21.30      
64536.000   	-24.84      
64537.000   	-24.29      
64538.000   	-26.43      
64539.000   	-29.60      
64540.000   	-32.96      
64541.000   	8.06        
64542.000   	18.49       
64543.000   	20.51       
64544.000   	21.85       
64545.000   	20.63       
64546.000   	20.08       
64547.000   	20.87       
64548.000   	15.38       
64549.000   	15.38       
64550.000   	11.17       
64551.000   	12.33       
64552.000   	9.70        
64553.000   	10.31       
64554.000   	8.00        
64555.000   	5.55        
64556.000   	6.65        
64557.000   	5.25        
64558.000   	0.67        
64559.000   	0.61        
64560.000   	-0.73       
64561.000   	-2.56       
64562.000   	-4.64       
64563.000   	-8.79       
64564.000   	-11.29      
64565.000   	-15.87      
64566.000   	-19.35      
64567.000   	-22.77      
64568.000   	-26.00      
64569.000   	-26.67      
64570.000   	-21.36      
64571.000   	-30.27      
64572.000   	-32.47      
64573.000   	-3.54       
64574.000   	14.65       
64575.000   	14.95       
64576.000   	20.94       
64577.000   	21.55       
64578.000   	18.07       
64579.000   	15.63       
64580.000   	20.08       
64581.000   	18.43       
64582.000   	14.40       
64583.000   	10.25       
64584.000   	11.47       
64585.000   	8.18        
64586.000   	7.63        
64587.000   	9.64        
64588.000   	6.53        
64589.000   	10.07       
64590.000   	5.98        
64591.000   	1.28        
64592.000   	1.89        
64593.000   	-3.91       
64594.000   	-0.61       
64595.000   	-1.83       
64596.000   	-8.91       
64597.000   	-12.57      
64598.000   	-15.50      
64599.000   	-22.89      
64600.000   	-20.63      
64601.000   	-26.67      
64602.000   	-21.79      
64603.000   	-29.97      
64604.000   	-30.94      
64605.000   	-17.46      
64606.000   	12.08       
64607.000   	16.24       
64608.000   	20.45       
64609.000   	20.45       
64610.000   	17.94       
64611.000   	20.32       
64612.000   	19.04       
64613.000   	18.19       
64614.000   	16.30       
64615.000   	14.59       
64616.000   	11.17       
64617.000   	11.54       
64618.000   	8.79        
64619.000   	9.28        
64620.000   	5.86        
64621.000   	7.45        
64622.000   	8.48        
64623.000   	2.69        
64624.000   	0.55        
64625.000   	-0.73       
64626.000   	0.18        
64627.000   	-5.80       
64628.000   	-10.93      
64629.000   	-11.66      
64630.000   	-13.06      
64631.000   	-18.86      
64632.000   	-22.28      
64633.000   	-22.28      
64634.000   	-19.84      
64635.000   	-26.31      
64636.000   	-32.78      
64637.000   	-30.70      
64638.000   	8.85        
64639.000   	20.08       
64640.000   	18.43       
64641.000   	23.13       
64642.000   	20.94       
64643.000   	18.49       
64644.000   	18.55       
64645.000   	14.28       
64646.000   	13.61       
64647.000   	15.32       
64648.000   	6.16        
64649.000   	6.41        
64650.000   	6.77        
64651.000   	9.83        
64652.000   	6.59        
64653.000   	8.79        
64654.000   	8.67        
64655.000   	1.34        
64656.000   	-0.37       
64657.000   	-5.92       
64658.000   	-6.96       
64659.000   	-7.14       
64660.000   	-10.68      
64661.000   	-10.74      
64662.000   	-15.20      
64663.000   	-20.08      
64664.000   	-23.07      
64665.000   	-25.63      
64666.000   	-24.60      
64667.000   	-23.19      
64668.000   	-32.65      
64669.000   	-32.96      
64670.000   	0.18        
64671.000   	17.88       
64672.000   	21.48       
64673.000   	20.57       
64674.000   	22.77       
64675.000   	21.48       
64676.000   	21.91       
64677.000   	18.74       
64678.000   	16.30       
64679.000   	15.01       
64680.000   	12.15       
64681.000   	9.28        
64682.000   	10.01       
64683.000   	10.19       
64684.000   	10.80       
64685.000   	8.42        
64686.000   	10.19       
64687.000   	8.85        
64688.000   	2.81        
64689.000   	-2.56       
64690.000   	-1.53       
64691.000   	-2.62       
64692.000   	-3.66       
64693.000   	-6.84       
64694.000   	-10.07      
64695.000   	-13.61      
64696.000   	-20.14      
64697.000   	-23.93      
64698.000   	-25.21      
64699.000   	-22.46      
64700.000   	-28.44      
64701.000   	-31.25      
64702.000   	-12.88      
64703.000   	17.88       
64704.000   	19.17       
64705.000   	20.63       
64706.000   	21.55       
64707.000   	20.87       
64708.000   	19.96       
64709.000   	20.81       
64710.000   	13.67       
64711.000   	12.21       
64712.000   	14.40       
64713.000   	11.54       
64714.000   	11.60       
64715.000   	9.64        
64716.000   	8.91        
64717.000   	10.31       
64718.000   	8.91        
64719.000   	8.42        
64720.000   	3.48        
64721.000   	2.44        
64722.000   	-3.17       
64723.000   	-4.70       
64724.000   	-8.18       
64725.000   	-7.57       
64726.000   	-14.77      
64727.000   	-12.51      
64728.000   	-16.17      
64729.000   	-19.23      
64730.000   	-21.91      
64731.000   	-22.77      
64732.000   	-26.92      
64733.000   	-36.01      
64734.000   	-34.61      
64735.000   	7.51        
64736.000   	14.04       
64737.000   	15.75       
64738.000   	15.63       
64739.000   	17.21       
64740.000   	15.63       
64741.000   	13.85       
64742.000   	13.12       
64743.000   	10.25       
64744.000   	11.78       
64745.000   	8.85        
64746.000   	8.30        
64747.000   	6.29        
64748.000   	11.78       
64749.000   	4.58        
64750.000   	4.70        
64751.000   	6.29        
64752.000   	3.72        
64753.000   	-0.37       
64754.000   	-3.66       
64755.000   	-5.55       
64756.000   	-7.08       
64757.000   	-8.73       
64758.000   	-9.46       
64759.000   	-14.53      
64760.000   	-22.95      
64761.000   	-20.51      
64762.000   	-26.31      
64763.000   	-26.00      
64764.000   	-26.67      
64765.000   	-31.56      
64766.000   	-35.16      
64767.000   	2.62        
64768.000   	13.49       
64769.000   	17.46       
64770.000   	23.68       
64771.000   	19.71       
64772.000   	21.36       
64773.000   	18.80       
64774.000   	17.21       
64775.000   	16.72       
64776.000   	12.33       
64777.000   	11.05       
64778.000   	11.60       
64779.000   	8.54        
64780.000   	9.03        
64781.000   	8.42        
64782.000   	8.00        
64783.000   	5.13        
64784.000   	4.33        
64785.000   	4.82        
64786.000   	-1.46       
64787.000   	-4.46       
64788.000   	-1.46       
64789.000   	-4.39       
64790.000   	-6.59       
64791.000   	-13.00      
64792.000   	-17.76      
64793.000   	-20.57      
64794.000   	-19.10      
64795.000   	-24.29      
64796.000   	-19.10      
64797.000   	-27.40      
64798.000   	-31.62      
64799.000   	-11.41      
64800.000   	15.99       
64801.000   	18.55       
64802.000   	19.23       
64803.000   	20.08       
64804.000   	22.40       
64805.000   	18.62       
64806.000   	20.57       
64807.000   	17.40       
64808.000   	15.75       
64809.000   	14.16       
64810.000   	10.68       
64811.000   	13.98       
64812.000   	11.66       
64813.000   	11.29       
64814.000   	7.20        
64815.000   	8.61        
64816.000   	5.55        
64817.000   	7.63        
64818.000   	0.24        
64819.000   	-2.69       
64820.000   	1.28        
64821.000   	-2.75       
64822.000   	-6.77       
64823.000   	-8.42       
64824.000   	-11.05      
64825.000   	-14.40      
64826.000   	-16.11      
64827.000   	-21.36      
64828.000   	-22.34      
64829.000   	-25.39      
64830.000   	-28.20      
64831.000   	-25.02      
64832.000   	14.89       
64833.000   	19.65       
64834.000   	19.96       
64835.000   	20.57       
64836.000   	20.63       
64837.000   	18.68       
64838.000   	18.55       
64839.000   	16.24       
64840.000   	13.92       
64841.000   	12.88       
64842.000   	13.67       
64843.000   	13.12       
64844.000   	12.33       
64845.000   	10.01       
64846.000   	9.95        
64847.000   	14.28       
64848.000   	8.24        
64849.000   	6.77        
64850.000   	3.60        
64851.000   	-2.44       
64852.000   	-2.08       
64853.000   	-4.03       
64854.000   	-10.19      
64855.000   	-13.98      
64856.000   	-11.96      
64857.000   	-17.64      
64858.000   	-19.23      
64859.000   	-22.34      
64860.000   	-24.66      
64861.000   	-25.45      
64862.000   	-28.63      
64863.000   	-32.29      
64864.000   	2.62        
64865.000   	15.14       
64866.000   	16.30       
64867.000   	19.29       
64868.000   	17.33       
64869.000   	16.78       
64870.000   	16.97       
64871.000   	16.30       
64872.000   	13.67       
64873.000   	16.05       
64874.000   	11.66       
64875.000   	12.57       
64876.000   	14.59       
64877.000   	12.02       
64878.000   	10.99       
64879.000   	13.18       
64880.000   	11.78       
64881.000   	7.75        
64882.000   	6.71        
64883.000   	3.17        
64884.000   	-0.37       
64885.000   	0.37        
64886.000   	-3.05       
64887.000   	-9.28       
64888.000   	-12.51      
64889.000   	-16.97      
64890.000   	-17.64      
64891.000   	-21.67      
64892.000   	-21.55      
64893.000   	-23.44      
64894.000   	-29.91      
64895.000   	-30.76      
64896.000   	-5.00       
64897.000   	18.25       
64898.000   	18.92       
64899.000   	17.33       
64900.000   	20.32       
64901.000   	19.23       
64902.000   	19.65       
64903.000   	20.57       
64904.000   	20.32       
64905.000   	20.75       
64906.000   	18.19       
64907.000   	13.55       
64908.000   	15.81       
64909.000   	12.94       
64910.000   	12.57       
64911.000   	12.63       
64912.000   	12.82       
64913.000   	10.25       
64914.000   	2.81        
64915.000   	2.20        
64916.000   	-4.46       
64917.000   	-3.11       
64918.000   	-4.27       
64919.000   	-4.58       
64920.000   	-10.50      
64921.000   	-12.08      
64922.000   	-15.81      
64923.000   	-17.70      
64924.000   	-21.06      
64925.000   	-18.37      
64926.000   	-27.77      
64927.000   	-31.74      
64928.000   	-23.68      
64929.000   	14.65       
64930.000   	23.38       
64931.000   	21.00       
64932.000   	20.08       
64933.000   	18.13       
64934.000   	17.94       
64935.000   	17.58       
64936.000   	17.46       
64937.000   	12.63       
64938.000   	11.90       
64939.000   	8.24        
64940.000   	6.96        
64941.000   	8.06        
64942.000   	6.90        
64943.000   	6.71        
64944.000   	9.89        
64945.000   	4.94        
64946.000   	3.85        
64947.000   	2.69        
64948.000   	-1.40       
64949.000   	-1.53       
64950.000   	-3.11       
64951.000   	-9.22       
64952.000   	-13.55      
64953.000   	-18.49      
64954.000   	-20.08      
64955.000   	-20.69      
64956.000   	-23.32      
64957.000   	-27.53      
64958.000   	-26.92      
64959.000   	-31.31      
64960.000   	-33.39      
64961.000   	6.77        
64962.000   	16.11       
64963.000   	17.76       
64964.000   	21.73       
64965.000   	19.47       
64966.000   	18.68       
64967.000   	21.73       
64968.000   	18.31       
